,playerId,action_season,name,team,action_date
448,8476412,2023,Jordan Binnington,STL,2023-06-28
449,8480981,2023,Joel Hofer,STL,2023-06-28
450,8478445,2023,Mathew Barzal,NYI,2023-06-28
451,8475231,2023,Casey Cizikas,NYI,2023-06-28
452,8478115,2023,Pierre Engvall,NYI,2023-06-28
453,8477392,2023,Hudson Fasching,NYI,2023-06-28
454,8479328,2023,Julien Gauthier,NYI,2023-06-28
455,8481601,2023,Simon Holmstrom,NYI,2023-06-28
456,8477500,2023,Bo Horvat,NYI,2023-06-28
457,8481016,2023,Ruslan Iskhakov,NYI,2023-06-28
458,8475314,2023,Anders Lee,NYI,2023-06-28
459,8481237,2023,Kyle MacLean,NYI,2023-06-28
460,8475754,2023,Brock Nelson,NYI,2023-06-28
461,8476419,2023,Jean-Gabriel Pageau,NYI,2023-06-28
462,8475151,2023,Kyle Palmieri,NYI,2023-06-28
463,8480789,2023,Oliver Wahlstrom,NYI,2023-06-28
464,8481541,2023,Samuel Bolduc,NYI,2023-06-28
465,8479395,2023,Dennis Cholowski,NYI,2023-06-28
466,8480865,2023,Noah Dobson,NYI,2023-06-28
467,8476429,2023,Scott Mayfield,NYI,2023-06-28
468,8476917,2023,Adam Pelech,NYI,2023-06-28
469,8477506,2023,Ryan Pulock,NYI,2023-06-28
470,8481014,2023,Alexander Romanov,NYI,2023-06-28
471,8480819,2023,Jakub Skarek,NYI,2023-06-28
472,8478009,2023,Ilya Sorokin,NYI,2023-06-28
473,8473575,2023,Semyon Varlamov,NYI,2023-06-28
474,8482124,2023,Quinton Byfield,LAK,2023-06-28
475,8476479,2023,Phillip Danault,LAK,2023-06-28
476,8477942,2023,Kevin Fiala,LAK,2023-06-28
477,8479661,2023,Tanner Jeannot,LAK,2023-06-28
478,8481560,2023,Arthur Kaliyev,LAK,2023-06-28
